,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
6449,Hyundai i20 Active,2015,625000,90000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66,5
6450,Ford Figo Diesel,2012,220000,110000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5
6451,Ford Figo Diesel,2013,250000,110000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,160.0,5
6452,Tata Zest Quadrajet,2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190.0,5
6453,Mahindra XUV500 W8,2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
6454,Jaguar XF 2.2,2015,3000000,70000,Diesel,Individual,Automatic,Second Owner,16.36,2179,187.7,450.0,5
6455,Tata New Safari,2012,200000,90000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320.0,7
6456,Maruti Alto 800,2016,262000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
6457,Hyundai EON Era,2018,299000,33000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
6458,Maruti Alto 800,2015,250000,26500,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
6459,Hyundai Santro Xing,2011,140000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,96.1,5
6460,Maruti Swift Dzire,2013,360000,70000,Diesel,Individual,Manual,Third Owner,23.4,1248,74.0,190.0,5
6461,Datsun GO A,2015,210000,80000,Petrol,Individual,Manual,First Owner,20.63,1198,67.06,104.0,5
6462,Hyundai i20 1.4,2017,600000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
6463,Skoda Fabia 1.2L,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.5,1199,75.0,180.0,5
6464,Volkswagen Vento Diesel,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5
6465,Hyundai Grand i10,2016,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5
6466,Ford Endeavour 3.2,2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470.0,7
6467,Hyundai Grand i10,2019,550000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
6468,Tata Indica Vista,2011,100000,80000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,190.0,5
6469,Hyundai EON Era,2012,185000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5
6470,Maruti Wagon R,2006,80000,90000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,8.6,5
6471,Maruti Alto 800,2017,295000,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5
6472,Renault KWID Climber,2017,360000,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
6473,Maruti Alto K10,2014,210000,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5
6474,Hyundai Elite i20,2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,114.73,5
6475,Volkswagen Polo Select,2016,560000,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.7,230.0,5
6476,Honda City i,2015,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5
6477,Datsun GO T,2017,330000,60000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104.0,5
6478,Hyundai Verna VTVT,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5
6479,Toyota Etios Diesel,2012,300000,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,170.0,5
6480,Tata Nexon 1.2,2018,650000,28000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5
6481,Hyundai Elite i20,2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,117.0,5
6482,Hyundai Grand i10,2014,300000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5
6483,Maruti Alto 800,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
6484,Tata New Safari,2010,185000,70000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320.0,7
6485,Chevrolet Sail Hatchback,2013,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205.0,5
6486,Maruti Wagon R,2019,459999,35000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77.0,5
6487,Tata Nexon 1.5,2018,860000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5
6488,Tata Tiago 1.2,2018,400000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
6489,Maruti Ritz VDi,2013,240000,142000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190.0,5
6490,Maruti Swift Dzire,2015,570000,72000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5
6491,Ford EcoSport 1.5,2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5
6492,Ford Figo Diesel,2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,160.0,5
6493,Hyundai i20 1.4,2011,270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5
6494,Maruti Ciaz ZXi,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130.0,5
6495,Hyundai Creta 1.6,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
6496,Mahindra Scorpio LX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9
6497,Hyundai Xcent 1.2,2018,500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25,5
6498,Honda Amaze S,2018,700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,200.0,5
6499,Maruti Alto LXi,2007,135000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
6500,Mahindra Scorpio LX,2012,430000,148000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9
6501,Hyundai Verna 1.6,2014,625000,70000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5
6502,Nissan Sunny XL,2011,280000,96000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134.0,5
6503,Mahindra Scorpio 1.99,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280.0,7
6504,Maruti Ritz VDi,2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190.0,5
6505,Maruti Ignis 1.2,2017,620000,18484,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113.0,5
6506,Tata Safari DICOR,2011,300000,70000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7
6507,Maruti Alto LX,2010,180000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5
6508,Volkswagen Polo Diesel,2013,250000,120000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,180.0,5
6509,Maruti Swift Dzire,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5
6510,Ford EcoSport 1.5,2019,885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.31,150.0,5
6511,Mahindra KUV 100,2020,550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190.0,6
6512,Maruti Swift Dzire,2018,800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
6513,Hyundai Santro Xing,2013,180000,65000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5
6514,Maruti Estilo LXI,2010,200000,27000,Petrol,Individual,Manual,First Owner,0.0,0,0.0,0.0,0
6515,Hyundai i20 Sportz,2012,380000,50000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6,5
6516,Tata Tiago NRG,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199,83.81,114.0,5
6517,Maruti Alto LX,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
6518,Maruti Wagon R,2016,330000,80000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5
6519,Maruti 800 DX,1999,40000,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4
6520,Chevrolet Enjoy TCDi,2015,370000,120000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,172.5,8
6521,Honda City V,2009,290000,120000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,146.0,5
6522,Hyundai EON Magna,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5
6523,Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7
6524,Toyota Innova 2.5,2012,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,8
6525,Hyundai i20 Asta,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6,5
6526,Mahindra Scorpio 1.99,2017,1250000,95000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280.0,7
6527,Hyundai Verna 1.6,2012,400000,103655,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5
6528,Hyundai i20 Petrol,2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197,81.86,114.73,5
6529,Renault Duster 110PS,2014,650000,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5
6530,Tata Nano Twist,2014,95000,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.5,51.0,4
6531,Mahindra XUV500 W10,2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7
6532,Hyundai Santro Xing,2010,150000,110000,Petrol,Individual,Manual,First Owner,0.0,1086,62.0,96.1,5
6533,Maruti Alto LX,2008,120000,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5
6534,Hyundai Santro AT,2003,130000,74770,CNG,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
6535,Ford Fiesta EXi,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399,68.0,16.3,5
6536,Ford Fiesta Classic,2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,160.0,5
6537,Ford EcoSport 1.5,2015,550000,206000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205.0,5
6538,Ford EcoSport 1.5,2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205.0,5
6539,Ford Ecosport 1.5,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498,89.84,204.0,5
6540,Ford Aspire Titanium,2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.1,1498,99.23,215.0,5
6541,Ford Figo Aspire,2015,500000,18000,Petrol,Dealer,Manual,Second Owner,18.5,1194,94.93,119.0,5
6542,Mahindra Verito 1.5,2011,180000,218000,Diesel,Individual,Manual,First Owner,21.0,1461,64.1,160.0,5
6543,Hyundai i20 2015-2017,2016,650000,10000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
6544,Maruti Swift VDi,2010,285000,80000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,190.0,5
6545,Mahindra Verito 1.5,2011,210000,215000,Diesel,Individual,Manual,First Owner,21.0,1461,64.1,160.0,5
6546,Ford Fiesta Classic,2012,200000,137000,Diesel,Individual,Manual,First Owner,17.8,1399,67.0,160.0,5
6547,Volkswagen Vento Diesel,2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5
6548,Honda City 2017-2020,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,12.7,5
6549,Maruti Celerio VXI,2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90.0,5
6550,Datsun GO Plus,2016,385000,20000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104.0,7
6551,Ford Fiesta Classic,2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388,67.0,160.0,5
6552,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5
6553,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5
6554,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5
6555,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7
6556,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5
6557,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5
6558,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5
6559,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5
6560,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5
6561,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7
6562,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
6563,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5
6564,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
6565,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5
6566,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
6567,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
6568,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5
6569,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5
6570,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5
6571,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5
6572,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5
6573,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5
6574,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7
6575,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5
6576,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5
6577,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5
6578,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5
6579,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5
6580,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7
6581,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
6582,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5
6583,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
6584,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5
6585,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
6586,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
6587,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5
6588,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5
6589,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5
6590,Maruti Swift Dzire,2019,558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
6591,Hyundai Santro Xing,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1,5
6592,Hyundai i20 Sportz,2012,300000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6,5
6593,Hyundai Santro Magna,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5
6594,Mahindra XUV500 W8,2012,900000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
6595,BMW X5 3.0d,2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,53.0,5
6596,BMW 5 Series,2008,890000,70000,Diesel,Individual,Automatic,Third Owner,0.0,0,0.0,0.0,0
6597,Skoda Rapid 1.5,2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,250.0,5
6598,Mahindra Scorpio S10,2015,900000,70000,Diesel,Individual,Manual,Third Owner,15.4,2179,120.0,280.0,7
6599,Chevrolet Enjoy TCDi,2013,450000,60000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,172.5,7
6600,Maruti Ciaz 1.3,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5
6601,Tata Aria Pleasure,2013,500000,80000,Diesel,Individual,Manual,Second Owner,13.7,2179,138.1,320.0,7
6602,Mahindra KUV 100,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115.0,6
6603,Renault Duster 110PS,2014,450000,133000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5
6604,Honda WR-V i-VTEC,2017,675000,25000,Petrol,Individual,Manual,Second Owner,17.5,1199,88.7,110.0,5
6605,Tata Zest Revotron,2017,415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5
6606,Hyundai Creta 1.4,2017,1100000,40000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5
6607,Volkswagen Ameo 1.2,2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,110.0,5
6608,Mahindra Bolero 2011-2019,2014,509999,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7
6609,Mahindra Scorpio 2006-2009,2007,200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2609,120.0,290.0,9
6610,Maruti 800 AC,2007,60000,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4
6611,Hyundai Verna 1.6,2013,500000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5
6612,Tata Indica V2,2009,45000,100000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,8.5,5
6613,Renault KWID RXT,2017,270000,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
6614,Hyundai i20 Active,2017,550000,40000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5
6615,Renault KWID 1.0,2016,235000,60000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
6616,Hyundai i20 1.2,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
6617,Honda Jazz 1.5,2015,525000,60000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200.0,5
6618,Maruti Swift VDI,2012,325000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5
6619,Maruti Swift Dzire,2014,420000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5
6620,Maruti Alto K10,2014,229999,60000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90.0,5
6621,Maruti Swift Dzire,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74.0,190.0,5
6622,Mahindra Scorpio VLX,2012,750000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,8
6623,Tata Tiago 1.2,2018,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
6624,Mahindra XUV500 W6,2013,600000,91000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
6625,Hyundai Santro Xing,2008,110000,80000,Petrol,Individual,Manual,Third Owner,17.8,1086,63.0,9.8,5
6626,Maruti 800 AC,2007,45000,73257,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
6627,Mahindra Bolero Pik-Up,2019,722000,80000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,200.0,2
6628,Tata Tiago 2019-2020,2020,500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114.0,5
6629,Hyundai Verna CRDi,2007,250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,24.0,5
6630,Skoda Rapid 1.5,2018,950000,40000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,250.0,5
6631,Nissan Sunny Diesel,2013,375000,212000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5
6632,Maruti Swift Dzire,2018,780000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
6633,Hyundai Santro Asta,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5
6634,Hyundai i20 1.2,2017,563000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5
6635,Tata Tiago 1.2,2017,450000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
6636,Toyota Innova Crysta,2020,2300000,1000,Diesel,Individual,Automatic,First Owner,13.68,2393,147.51,360.0,7
6637,Maruti 800 AC,1999,80000,26320,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
6638,Hyundai i20 Asta,2010,320000,135000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5
6639,Honda Civic 1.8,2008,375000,100000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,172.0,5
6640,Maruti Eeco 5,2017,400000,120000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5
6641,Mahindra Xylo E8,2011,600000,230000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7
6642,Renault KWID 1.0,2016,315000,60000,Petrol,Individual,Manual,Second Owner,23.01,999,67.0,91.0,5
6643,BMW 3 Series,2012,1100000,80000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,380.0,5
6644,Maruti Swift Dzire,2010,350000,190000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5
6645,Maruti Eeco 5,2016,375000,120000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5
6646,Toyota Innova 2.5,2013,1050000,217000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,8
6647,Ford Ikon 1.8,2005,130000,90000,Diesel,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
6648,Maruti Celerio VXI,2015,350000,29000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5
6649,Hyundai Santro Xing,2011,170000,120000,CNG,Individual,Manual,Fourth & Above Owner,0.0,0,0.0,0.0,0
6650,Maruti Wagon R,2010,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,84.0,5
6651,Mahindra XUV500 W6,2015,819999,90000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7
6652,Hyundai i20 1.2,2018,700000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
6653,Maruti Celerio ZXI,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,90.0,5
6654,Hyundai Grand i10,2016,500000,56000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,114.0,5
6655,Toyota Innova 2.5,2015,1250000,90000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,8
6656,Mahindra TUV 300,2015,500000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
6657,Maruti Swift VDI,2015,490000,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5
6658,Maruti Swift Dzire,2008,200000,147000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5
6659,Maruti Wagon R,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
6660,Hyundai i20 1.2,2018,655000,19500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
6661,Hyundai i20 Active,2018,620000,38426,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5
6662,Maruti Swift VXI,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,115.0,5
6663,Maruti Wagon R,2014,310000,35000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5
6664,Maruti Alto LXi,2007,150000,50000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5
6665,Chevrolet Beat Diesel,2012,180000,120000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5
6666,Tata Indica Vista,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4,5
6667,Ford Figo Diesel,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5
6668,Mahindra Scorpio EX,2013,600000,70000,Diesel,Individual,Manual,Third Owner,14.0,2523,75.0,200.0,8
6669,Skoda Rapid 1.6,2012,380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250.0,5
6670,Tata Indigo LX,2007,120000,135000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,13.5,5
6671,Toyota Innova 2.5,2011,350000,500000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,200.0,7
6672,Tata Indigo TDI,2012,135000,146000,Diesel,Individual,Manual,First Owner,19.61,1405,70.0,135.4,5
6673,Hyundai Grand i10,2018,610000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
6674,Volkswagen Polo 1.5,2020,260000,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.5,230.0,5
6675,Hyundai Xcent 1.2,2017,500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5
6676,Renault KWID 1.0,2016,220000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
6677,Honda Civic 1.8,2006,121000,70000,Petrol,Individual,Manual,Second Owner,13.5,1799,130.0,172.0,5
6678,Tata Indigo CS,2017,350000,50000,Diesel,Individual,Manual,First Owner,25.0,1396,69.01,140.0,5
6679,Audi Q3 35,2018,2200000,25000,Diesel,Individual,Automatic,Second Owner,15.17,1968,181.0,380.0,5
6680,Hyundai i20 1.4,2011,280000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5
6681,Tata Nexon 1.2,2020,919999,20000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5
6682,Hyundai i20 1.4,2011,320000,155000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5
